,misc,misc_features
352,"<span class=""label-head"">
<i class=""fa fa-folder-open-o""></i>
<a href=""https://www.kathiravan.com/search/label/slider?&amp;max-results=7"" rel=""tag"">slider</a>,
<a href=""https://www.kathiravan.com/search/label/World?&amp;max-results=7"" rel=""tag"">World</a>,
<a href=""https://www.kathiravan.com/search/label/%E0%AE%AA%E0%AE%B2%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D%20%E0%AE%AA%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D?&amp;max-results=7"" rel=""tag"">பலதும் பத்தும்</a>
</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>div>div>span"", ""next_sibling"": null, ""parent_node"": ""div"", ""prev_sibling"": ""span"", ""child_nodes"": [""a"", ""i""], ""x"": 35.703125, ""y"": 567.75, ""height"": 15, ""width"": 179, ""is_visible"": true, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [189, 189, 189, 1], ""font_size"": ""13px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
353,"<a href=""https://www.kathiravan.com/search/label/%E0%AE%AA%E0%AE%B2%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D%20%E0%AE%AA%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D?&amp;max-results=7"" rel=""tag"">பலதும் பத்தும்</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>div>div>span>a"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": ""a"", ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 0, ""width"": 0, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [0, 0, 0, 1], ""font_size"": ""14px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
354,"<span style=""background-color: white; font-family: poppins; font-size: 18px;"">பிரித்தானியாவில் இருந்து தமிழ் குடும்பம் ஒன்று நாடு கடத்தப்பட்டு திருப்பி அனுப்பப்படுகின்றது. டாக்டர் நடராஜா முகுந்தன் – வயது 44 ஒரு விஞ்ஞானி ஆவார். இவருடைய மனைவி சர்மிளா. மூன்று பிள்ளைகள். முகுந்தன் புலமை பரிசிலுக்காக 2018 இல் வந்தார். இவரின் மனைவி மருத்துவ பராமரிப்பாளர்.</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>article>div>p>span"", ""next_sibling"": null, ""parent_node"": ""p"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 25.703125, ""y"": 821.75, ""height"": 74, ""width"": 729, ""is_visible"": true, ""aria_role"": ""none"", ""bgcolor"": [255, 255, 255, 1], ""font_color"": [46, 46, 46, 1], ""font_size"": ""18px"", ""font_style"": ""normal"", ""font_family"": ""poppins""}"
355,"<p style=""background-color: white; box-sizing: border-box; font-family: poppins; font-size: 1.2em; line-height: 1.4; margin-bottom: 25px; margin-top: 0px;"">நோயாளியான அம்மாவை பார்க்க 2019 இல் இலங்கைக்கு வந்த முகுந்தன் கைது செய்யப்பட்டு குற்றவாளி கூண்டில் நிறுத்தப்பட்டார். ஆனால் இவர் ஒருவாறு தப்பி பிரிட்டனுக்கு திரும்பி சென்றார். இவருக்கான இரண்டு வருட கால புலமை பரிசில் 2020 முடிந்து விட்டது. அதன் பின் இவரோ மனைவியோ வேலை செய்ய அனுமதிக்கப்படாமல் உள்ளனர்.</p>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>article>div>p"", ""next_sibling"": ""p"", ""parent_node"": ""div"", ""prev_sibling"": ""p"", ""child_nodes"": [], ""x"": 25.703125, ""y"": 926.75, ""height"": 71, ""width"": 734, ""is_visible"": true, ""aria_role"": ""paragraph"", ""bgcolor"": [255, 255, 255, 1], ""font_color"": [46, 46, 46, 1], ""font_size"": ""16.8px"", ""font_style"": ""normal"", ""font_family"": ""poppins""}"
356,"<p style=""background-color: white; box-sizing: border-box; font-family: poppins; font-size: 1.2em; line-height: 1.4; margin-bottom: 25px; margin-top: 0px;"">இவருடைய அரசியல் புகலிட கோரிக்கையை பரிசீலிப்பதாக பிரித்தானிய வெளிநாட்டு அமைச்சு அலுவலகம் கடந்த மாதம் 20 ஆம் திகதி மின்னஞ்சல் மூலம் அறிவித்தது. ஆனால் இவரின் கோரிக்கையை நிராகரித்து உள்ளதாக ஒக்டோபர் 11 ஆம் திகதி இன்னொரு மின்னஞ்சல் அனுப்பினர். அதில் வேடிக்கை என்னவென்றால் இவரின் கோரிக்கை ஓகஸ்ட் 23 ஆம் திகதி நிராகரிக்கப்பட்டு விட்டதாக அதில் உள்ளது.</p>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>article>div>p"", ""next_sibling"": null, ""parent_node"": ""div"", ""prev_sibling"": ""p"", ""child_nodes"": [], ""x"": 25.703125, ""y"": 1022.296875, ""height"": 71, ""width"": 734, ""is_visible"": true, ""aria_role"": ""paragraph"", ""bgcolor"": [255, 255, 255, 1], ""font_color"": [46, 46, 46, 1], ""font_size"": ""16.8px"", ""font_style"": ""normal"", ""font_family"": ""poppins""}"
357,"<a class=""read-more anchor-hover"" href=""https://www.kathiravan.com/2021/10/blog-post_68.html"">Read more <i class=""fa fa-chevron-right""></i></a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>article>div>a"", ""next_sibling"": ""span"", ""parent_node"": ""div"", ""prev_sibling"": null, ""child_nodes"": [""i""], ""x"": 0, ""y"": 0, ""height"": 0, ""width"": 0, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [0, 0, 0, 1], ""font_size"": ""14px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
358,"<div id=""related-posts"">
பலதும் பத்தும்
</div>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>div>div"", ""next_sibling"": ""div"", ""parent_node"": ""div"", ""prev_sibling"": ""div"", ""child_nodes"": []}"
359,"<span class=""post-labels"">
Tags
<a href=""https://www.kathiravan.com/search/label/slider?&amp;max-results=7"" rel=""tag"">slider</a>,
<a href=""https://www.kathiravan.com/search/label/World?&amp;max-results=7"" rel=""tag"">World</a>,
<a href=""https://www.kathiravan.com/search/label/%E0%AE%AA%E0%AE%B2%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D%20%E0%AE%AA%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%81%E0%AE%AE%E0%AF%8D?&amp;max-results=7"" rel=""tag"">பலதும் பத்தும்</a>
</span>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>div>div>div>div>div>div>div>span"", ""next_sibling"": null, ""parent_node"": ""div"", ""prev_sibling"": null, ""child_nodes"": [""a""], ""x"": 0, ""y"": 0, ""height"": 0, ""width"": 0, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [0, 0, 0, 0], ""font_color"": [46, 46, 46, 1], ""font_size"": ""14px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
360,"<a class=""blog-pager-newer-link"" href=""https://www.kathiravan.com/2021/10/blog-post_2.html"" id=""Blog1_blog-pager-newer-link"" title=""Newer Post"">Newer Post</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 0, ""width"": 0, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [34, 34, 34, 1], ""font_color"": [255, 255, 255, 1], ""font_size"": ""14px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
361,"<a class=""blog-pager-older-link"" href=""https://www.kathiravan.com/2021/10/blog-post_64.html"" id=""Blog1_blog-pager-older-link"" title=""Older Post"">Older Post</a>","{""tag_sequence"": ""html>body>div>div>div>div>div>div>span>a"", ""next_sibling"": null, ""parent_node"": ""span"", ""prev_sibling"": null, ""child_nodes"": [], ""x"": 0, ""y"": 0, ""height"": 0, ""width"": 0, ""is_visible"": false, ""aria_role"": ""none"", ""bgcolor"": [34, 34, 34, 1], ""font_color"": [255, 255, 255, 1], ""font_size"": ""14px"", ""font_style"": ""normal"", ""font_family"": ""Roboto, sans-serif""}"
